llave_plan_estudios,llave_facultad,llave_estudiante,estatus_estudiante,creditos,fecha_titulacion
12,4,3026,Titulado,330,2015-08-04
14,5,3027,Créditos completos,275,2015-08-06
15,5,3028,Créditos completos,275,2019-08-05
20,7,3029,Créditos completos,290,2016-08-07
22,8,3030,Titulado,290,2014-08-06
28,10,3031,Créditos completos,319,2019-08-08
2,1,3032,Cursando,122,
5,2,3033,Baja,1,
23,9,3034,Cursando,166,
29,10,3035,Titulado,319,2016-08-06
31,11,3036,Titulado,319,2025-08-03
11,3,3037,Cursando,198,
5,2,3038,Cursando,173,
18,6,3039,Créditos completos,275,2022-08-03
30,11,3040,Cursando,223,
21,8,3041,Créditos completos,290,2021-08-05
9,3,3042,Cursando,120,
3,1,3043,Cursando,53,
5,2,3044,Cursando,56,
3,1,3045,Cursando,209,
11,3,3046,Cursando,134,
27,10,3047,Titulado,290,2020-08-07
19,6,3048,Titulado,275,2022-08-03
31,11,3049,Titulado,319,2018-08-04
9,3,3050,Cursando,159,
2,1,3051,Créditos completos,250,2022-08-04
35,13,3052,Titulado,200,2018-08-03
30,11,3053,Cursando,143,
32,14,3054,Créditos completos,319,2015-08-06
19,6,3055,Titulado,275,2021-08-04
8,3,3056,Cursando,254,
20,7,3057,Cursando,214,
7,3,3058,Cursando,145,
30,11,3059,Titulado,319,2023-08-03
30,11,3060,Créditos completos,319,2025-09-21
24,10,3061,Créditos completos,290,2025-08-03
28,10,3062,Cursando,318,
10,3,3063,Titulado,330,2023-08-04
8,3,3064,Titulado,330,2017-08-07
1,1,3065,Créditos completos,250,2024-09-21
14,5,3066,Créditos completos,275,2020-08-03
2,1,3067,Créditos completos,250,2016-08-07
31,11,3068,Créditos completos,319,2019-08-08
24,10,3069,Cursando,123,
16,6,3070,Titulado,275,2020-08-03
24,10,3071,Cursando,249,
9,3,3072,Créditos completos,330,2024-09-21
29,10,3073,Cursando,230,
24,10,3074,Créditos completos,290,2024-08-03
28,10,3075,Créditos completos,319,2025-08-03
3,1,3076,Titulado,250,2022-08-03
24,10,3077,Titulado,290,2021-08-04
15,5,3078,Cursando,123,
32,14,3079,Titulado,319,2016-08-06
24,10,3080,Cursando,165,
3,1,3081,Cursando,33,
8,3,3082,Titulado,330,2018-08-04
27,10,3083,Créditos completos,290,2025-09-21
14,5,3084,Titulado,275,2022-08-03
22,8,3085,Titulado,290,2022-08-03
23,9,3086,Cursando,247,
27,10,3087,Créditos completos,290,2024-08-03
8,3,3088,Cursando,237,
35,13,3089,Cursando,49,
31,11,3090,Créditos completos,319,2025-09-21
31,11,3091,Cursando,205,
28,10,3092,Cursando,62,
22,8,3093,Baja,79,
11,3,3094,Créditos completos,330,2023-08-03
18,6,3095,Cursando,114,
31,11,3096,Cursando,266,
30,11,3097,Créditos completos,319,2027-09-21
4,2,3098,Cursando,228,
27,10,3099,Créditos completos,290,2025-09-21
25,10,3100,Créditos completos,290,2022-08-04
20,7,3101,Cursando,288,
14,5,3102,Titulado,275,2018-08-08
13,4,3103,Cursando,179,
26,10,3104,Titulado,290,2019-08-08
15,5,3105,Créditos completos,275,2022-08-03
23,9,3106,Cursando,97,
28,10,3107,Titulado,319,2024-08-03
1,1,3108,Cursando,111,
1,1,3109,Cursando,222,
26,10,3110,Titulado,290,2022-08-03
2,1,3111,Créditos completos,250,2018-08-03
1,1,3112,Titulado,250,2017-08-03
31,11,3113,Cursando,135,
4,2,3114,Titulado,250,2025-09-21
35,13,3115,Cursando,193,
25,10,3116,Créditos completos,290,2018-08-07
20,7,3117,Titulado,290,2020-08-08
3,1,3118,Titulado,250,2024-09-21
9,3,3119,Créditos completos,330,2021-08-04
18,6,3120,Créditos completos,275,2014-08-06
3,1,3121,Créditos completos,250,2020-08-03
2,1,3122,Cursando,6,
1,1,3123,Cursando,202,
1,1,3124,Cursando,105,
22,8,3125,Titulado,290,2014-08-06
35,13,3126,Créditos completos,200,2018-08-08
33,12,3127,Baja,259,
35,13,3128,Titulado,200,2017-08-06
26,10,3129,Cursando,188,
30,11,3130,Titulado,319,2017-08-04
27,10,3131,Cursando,93,
17,6,3132,Cursando,15,
4,2,3133,Cursando,148,
11,3,3134,Cursando,52,
33,12,3135,Cursando,9,
16,6,3136,Cursando,136,
3,1,3137,Cursando,155,
6,3,3138,Créditos completos,250,2024-08-03
15,5,3139,Créditos completos,275,2022-08-04
19,6,3140,Créditos completos,275,2020-08-03
10,3,3141,Cursando,295,
24,10,3142,Cursando,144,
30,11,3143,Titulado,319,2019-08-08
33,12,3144,Créditos completos,319,2019-08-08
19,6,3145,Cursando,10,
27,10,3146,Titulado,290,2016-08-04
13,4,3147,Titulado,275,2021-08-03
28,10,3148,Créditos completos,319,2024-08-03
9,3,3149,Créditos completos,330,2016-08-04
24,10,3150,Titulado,290,2021-08-03
23,9,3151,Cursando,84,
30,11,3152,Créditos completos,319,2024-08-04
5,2,3153,Cursando,16,
21,8,3154,Cursando,240,
12,4,3155,Créditos completos,330,2017-08-03
21,8,3156,Baja,0,
32,14,3157,Cursando,141,
3,1,3158,Cursando,136,
12,4,3159,Créditos completos,330,2021-08-05
21,8,3160,Titulado,290,2019-08-03
24,10,3161,Cursando,267,
11,3,3162,Cursando,302,
9,3,3163,Titulado,330,2024-08-03
20,7,3164,Titulado,290,2023-08-04
27,10,3165,Titulado,290,2022-08-03
9,3,3166,Cursando,6,
16,6,3167,Créditos completos,275,2018-08-03
27,10,3168,Cursando,77,
6,3,3169,Créditos completos,250,2018-08-08
7,3,3170,Baja,141,
17,6,3171,Créditos completos,275,2019-08-03
14,5,3172,Cursando,237,
3,1,3173,Titulado,250,2023-08-03
24,10,3174,Cursando,22,
5,2,3175,Titulado,250,2021-08-05
6,3,3176,Créditos completos,250,2015-08-04
12,4,3177,Cursando,116,
9,3,3178,Créditos completos,330,2018-08-03
7,3,3179,Cursando,65,
13,4,3180,Titulado,275,2017-08-04
22,8,3181,Titulado,290,2014-08-06
29,10,3182,Cursando,116,
26,10,3183,Cursando,12,
17,6,3184,Titulado,275,2025-08-03
29,10,3185,Cursando,217,
35,13,3186,Baja,91,
17,6,3187,Créditos completos,275,2016-08-07
19,6,3188,Cursando,236,
2,1,3189,Titulado,250,2021-08-04
1,1,3190,Cursando,60,
4,2,3191,Cursando,95,
16,6,3192,Cursando,242,
32,14,3193,Cursando,123,
22,8,3194,Titulado,290,2020-08-03
5,2,3195,Titulado,250,2015-08-04
24,10,3196,Cursando,48,
8,3,3197,Titulado,330,2015-08-04
32,14,3198,Cursando,198,
19,6,3199,Créditos completos,275,2018-08-08
18,6,3200,Titulado,275,2020-08-08
17,6,3201,Titulado,275,2015-08-04
15,5,3202,Cursando,155,
22,8,3203,Titulado,290,2023-08-04
6,3,3204,Créditos completos,250,2020-08-03
14,5,3205,Créditos completos,275,2020-08-03
3,1,3206,Cursando,94,
27,10,3207,Titulado,290,2025-08-03
19,6,3208,Titulado,275,2018-08-03
5,2,3209,Cursando,34,
35,13,3210,Baja,77,
14,5,3211,Créditos completos,275,2024-08-03
6,3,3212,Cursando,111,
5,2,3213,Cursando,199,
33,12,3214,Cursando,194,
24,10,3215,Titulado,290,2019-08-07
25,10,3216,Cursando,11,
35,13,3217,Cursando,35,
15,5,3218,Cursando,53,
21,8,3219,Baja,98,
22,8,3220,Titulado,290,2015-08-06
27,10,3221,Titulado,290,2019-08-08
7,3,3222,Cursando,267,
30,11,3223,Titulado,319,2020-08-03
25,10,3224,Cursando,34,
20,7,3225,Créditos completos,290,2025-08-03
2,1,3226,Titulado,250,2022-08-03
28,10,3227,Baja,21,
6,3,3228,Créditos completos,250,2026-09-21
35,13,3229,Titulado,200,2015-08-04
15,5,3230,Cursando,93,
4,2,3231,Titulado,250,2024-09-21
14,5,3232,Titulado,275,2021-08-04
35,13,3233,Créditos completos,200,2019-08-08
10,3,3234,Créditos completos,330,2014-08-06
23,9,3235,Titulado,290,2022-08-05
22,8,3236,Titulado,290,2021-08-05
28,10,3237,Titulado,319,2022-08-04
20,7,3238,Cursando,103,
33,12,3239,Cursando,158,
6,3,3240,Cursando,244,
25,10,3241,Titulado,290,2020-08-03
26,10,3242,Titulado,290,2023-08-03
18,6,3243,Créditos completos,275,2022-08-04
1,1,3244,Créditos completos,250,2023-08-03
20,7,3245,Cursando,188,
2,1,3246,Titulado,250,2022-08-03
17,6,3247,Cursando,210,
23,9,3248,Cursando,162,
19,6,3249,Cursando,218,
11,3,3250,Créditos completos,330,2023-08-03
31,11,3251,Créditos completos,319,2024-08-04
7,3,3252,Titulado,330,2017-08-03
16,6,3253,Créditos completos,275,2017-08-03
5,2,3254,Cursando,107,
26,10,3255,Cursando,193,
7,3,3256,Baja,265,
32,14,3257,Titulado,319,2020-08-05
10,3,3258,Créditos completos,330,2017-08-03
5,2,3259,Titulado,250,2026-09-21
24,10,3260,Titulado,290,2022-08-03
6,3,3261,Cursando,64,
22,8,3262,Créditos completos,290,2019-08-03
19,6,3263,Cursando,49,
25,10,3264,Titulado,290,2024-08-03
10,3,3265,Créditos completos,330,2016-08-07
1,1,3266,Baja,19,
26,10,3267,Cursando,68,
17,6,3268,Baja,272,
21,8,3269,Cursando,205,
29,10,3270,Titulado,319,2021-08-08
24,10,3271,Titulado,290,2014-08-06
15,5,3272,Cursando,217,
24,10,3273,Créditos completos,290,2019-08-05
27,10,3274,Baja,261,
23,9,3275,Baja,3,
4,2,3276,Baja,175,
25,10,3277,Titulado,290,2024-09-21
2,1,3278,Créditos completos,250,2021-08-04
16,6,3279,Baja,220,
23,9,3280,Cursando,288,
5,2,3281,Titulado,250,2014-08-06
21,8,3282,Titulado,290,2019-08-03
8,3,3283,Créditos completos,330,2014-08-06
9,3,3284,Créditos completos,330,2024-08-03
10,3,3285,Cursando,268,
10,3,3286,Cursando,47,
35,13,3287,Titulado,200,2021-08-08
25,10,3288,Cursando,275,
26,10,3289,Créditos completos,290,2023-08-03
3,1,3290,Cursando,213,
34,12,3291,Cursando,54,
4,2,3292,Créditos completos,250,2019-08-08
6,3,3293,Titulado,250,2019-08-05
13,4,3294,Titulado,275,2023-08-04
32,14,3295,Créditos completos,319,2017-08-06
10,3,3296,Créditos completos,330,2020-08-03
14,5,3297,Cursando,33,
5,2,3298,Créditos completos,250,2024-08-03
26,10,3299,Titulado,290,2015-08-06
3,1,3300,Cursando,250,
20,7,3301,Cursando,213,
24,10,3302,Créditos completos,290,2024-08-03
9,3,3303,Cursando,185,
22,8,3304,Cursando,123,
4,2,3305,Titulado,250,2023-08-03
32,14,3306,Cursando,284,
35,13,3307,Titulado,200,2020-08-05
3,1,3308,Créditos completos,250,2023-08-03
34,12,3309,Titulado,200,2017-08-07
21,8,3310,Créditos completos,290,2014-08-06
11,3,3311,Titulado,330,2018-08-07
10,3,3312,Cursando,206,
25,10,3313,Créditos completos,290,2024-08-03
12,4,3314,Cursando,158,
22,8,3315,Créditos completos,290,2023-08-03
34,12,3316,Titulado,200,2024-08-03
9,3,3317,Titulado,330,2020-08-05
2,1,3318,Titulado,250,2021-08-04
31,11,3319,Cursando,248,
28,10,3320,Cursando,161,
16,6,3321,Titulado,275,2017-08-04
11,3,3322,Titulado,330,2021-08-04
15,5,3323,Créditos completos,275,2022-08-04
28,10,3324,Cursando,5,
8,3,3325,Créditos completos,330,2017-08-04
23,9,3326,Cursando,41,
17,6,3327,Créditos completos,275,2020-08-05
22,8,3328,Baja,64,
6,3,3329,Créditos completos,250,2014-08-06
24,10,3330,Titulado,290,2019-08-07
5,2,3331,Cursando,23,
16,6,3332,Titulado,275,2017-08-03
6,3,3333,Baja,57,
10,3,3334,Créditos completos,330,2024-08-03
27,10,3335,Créditos completos,290,2021-08-03
14,5,3336,Créditos completos,275,2020-08-03
33,12,3337,Titulado,319,2022-08-04
8,3,3338,Cursando,183,
32,14,3339,Cursando,290,
15,5,3340,Créditos completos,275,2014-08-06
23,9,3341,Cursando,252,
33,12,3342,Cursando,136,
12,4,3343,Créditos completos,330,2023-08-03
19,6,3344,Créditos completos,275,2018-08-08
3,1,3345,Cursando,185,
9,3,3346,Créditos completos,330,2018-08-03
5,2,3347,Créditos completos,250,2024-09-21
5,2,3348,Créditos completos,250,2019-08-05
13,4,3349,Cursando,97,
28,10,3350,Titulado,319,2021-08-03
28,10,3351,Cursando,247,
32,14,3352,Cursando,18,
5,2,3353,Créditos completos,250,2024-08-03
13,4,3354,Baja,126,
13,4,3355,Créditos completos,275,2022-08-04
19,6,3356,Titulado,275,2021-08-04
24,10,3357,Cursando,253,
25,10,3358,Cursando,221,
9,3,3359,Baja,180,
6,3,3360,Cursando,50,
21,8,3361,Titulado,290,2020-08-03
26,10,3362,Créditos completos,290,2025-09-21
30,11,3363,Titulado,319,2022-08-03
20,7,3364,Titulado,290,2017-08-07
10,3,3365,Créditos completos,330,2023-08-03
2,1,3366,Baja,2,
34,12,3367,Créditos completos,200,2025-09-21
23,9,3368,Créditos completos,290,2022-08-03
28,10,3369,Créditos completos,319,2021-08-03
32,14,3370,Créditos completos,319,2021-08-03
13,4,3371,Créditos completos,275,2020-08-03
3,1,3372,Créditos completos,250,2018-08-08
18,6,3373,Cursando,209,
17,6,3374,Cursando,211,
8,3,3375,Baja,123,
33,12,3376,Cursando,237,
7,3,3377,Titulado,330,2014-08-06
18,6,3378,Créditos completos,275,2026-09-21
22,8,3379,Titulado,290,2016-08-07
19,6,3380,Cursando,258,
35,13,3381,Titulado,200,2019-08-07
29,10,3382,Titulado,319,2016-08-06
8,3,3383,Créditos completos,330,2016-08-04
13,4,3384,Titulado,275,2024-09-21
3,1,3385,Cursando,110,
3,1,3386,Cursando,223,
32,14,3387,Créditos completos,319,2019-08-08
13,4,3388,Créditos completos,275,2015-08-04
31,11,3389,Cursando,307,
28,10,3390,Cursando,67,
29,10,3391,Créditos completos,319,2018-08-04
31,11,3392,Titulado,319,2026-09-21
5,2,3393,Créditos completos,250,2016-08-04
2,1,3394,Cursando,180,
15,5,3395,Cursando,143,
5,2,3396,Titulado,250,2015-08-04
30,11,3397,Cursando,16,
26,10,3398,Créditos completos,290,2025-08-03
7,3,3399,Titulado,330,2016-08-07
10,3,3400,Cursando,217,
18,6,3401,Cursando,215,
35,13,3402,Titulado,200,2014-08-06
10,3,3403,Titulado,330,2014-08-06
16,6,3404,Cursando,111,
2,1,3405,Créditos completos,250,2017-08-03
2,1,3406,Cursando,205,
22,8,3407,Cursando,212,
11,3,3408,Baja,204,
30,11,3409,Créditos completos,319,2025-09-21
9,3,3410,Titulado,330,2023-08-03
32,14,3411,Créditos completos,319,2020-08-05
26,10,3412,Cursando,132,
12,4,3413,Créditos completos,330,2022-08-03
12,4,3414,Cursando,33,
23,9,3415,Cursando,281,
20,7,3416,Créditos completos,290,2018-08-07
25,10,3417,Cursando,137,
22,8,3418,Titulado,290,2019-08-05
31,11,3419,Titulado,319,2018-08-07
35,13,3420,Cursando,133,
11,3,3421,Titulado,330,2024-08-03
6,3,3422,Cursando,218,
18,6,3423,Titulado,275,2017-08-04
11,3,3424,Titulado,330,2022-08-03
10,3,3425,Cursando,102,
30,11,3426,Titulado,319,2024-08-03
5,2,3427,Cursando,203,
26,10,3428,Créditos completos,290,2023-08-04
35,13,3429,Baja,138,
6,3,3430,Titulado,250,2015-08-04
18,6,3431,Titulado,275,2024-09-21
11,3,3432,Créditos completos,330,2024-09-21
10,3,3433,Cursando,321,
14,5,3434,Cursando,83,
31,11,3435,Baja,106,
14,5,3436,Créditos completos,275,2024-08-03
2,1,3437,Créditos completos,250,2018-08-03
4,2,3438,Créditos completos,250,2018-08-08
25,10,3439,Cursando,117,
1,1,3440,Cursando,193,
17,6,3441,Cursando,61,
25,10,3442,Cursando,61,
24,10,3443,Cursando,110,
12,4,3444,Titulado,330,2015-08-06
30,11,3445,Créditos completos,319,2018-08-04
5,2,3446,Cursando,150,
4,2,3447,Titulado,250,2021-08-04
26,10,3448,Cursando,96,
20,7,3449,Titulado,290,2021-08-04
21,8,3450,Créditos completos,290,2024-08-03
4,2,3451,Titulado,250,2020-08-03
5,2,3452,Créditos completos,250,2017-08-03
17,6,3453,Titulado,275,2016-08-07
28,10,3454,Créditos completos,319,2021-08-05
9,3,3455,Titulado,330,2015-08-06
26,10,3456,Baja,88,
34,12,3457,Titulado,200,2019-08-03
9,3,3458,Créditos completos,330,2023-08-03
32,14,3459,Baja,176,
25,10,3460,Titulado,290,2022-08-03
13,4,3461,Titulado,275,2023-08-03
17,6,3462,Titulado,275,2018-08-08
20,7,3463,Créditos completos,290,2023-08-03
28,10,3464,Cursando,223,
13,4,3465,Titulado,275,2022-08-03
4,2,3466,Titulado,250,2023-08-03
9,3,3467,Titulado,330,2023-08-03
35,13,3468,Cursando,6,
18,6,3469,Cursando,192,
6,3,3470,Créditos completos,250,2022-08-04
29,10,3471,Cursando,99,
28,10,3472,Baja,62,
27,10,3473,Cursando,262,
27,10,3474,Titulado,290,2023-08-04
4,2,3475,Créditos completos,250,2017-08-03
29,10,3476,Titulado,319,2017-08-07
31,11,3477,Créditos completos,319,2025-09-21
6,3,3478,Créditos completos,250,2016-08-07
30,11,3479,Créditos completos,319,2020-08-05
22,8,3480,Titulado,290,2016-08-07
18,6,3481,Cursando,176,
29,10,3482,Baja,244,
12,4,3483,Baja,133,
4,2,3484,Créditos completos,250,2018-08-03
4,2,3485,Cursando,202,
19,6,3486,Cursando,205,
25,10,3487,Cursando,275,
34,12,3488,Créditos completos,200,2025-08-03
24,10,3489,Titulado,290,2020-08-03
14,5,3490,Titulado,275,2021-08-03
26,10,3491,Cursando,173,
29,10,3492,Titulado,319,2019-08-08
9,3,3493,Cursando,306,
29,10,3494,Créditos completos,319,2022-08-04
20,7,3495,Cursando,181,
12,4,3496,Cursando,238,
2,1,3497,Créditos completos,250,2022-08-03
15,5,3498,Baja,37,
14,5,3499,Titulado,275,2017-08-07
21,8,3500,Cursando,141,
31,11,3501,Titulado,319,2025-09-21
5,2,3502,Créditos completos,250,2019-08-03
10,3,3503,Cursando,99,
15,5,3504,Baja,16,
5,2,3505,Cursando,192,
10,3,3506,Titulado,330,2019-08-05
10,3,3507,Cursando,312,
26,10,3508,Titulado,290,2018-08-04
23,9,3509,Cursando,93,
28,10,3510,Titulado,319,2026-09-21
22,8,3511,Baja,103,
26,10,3512,Cursando,199,
19,6,3513,Cursando,266,
8,3,3514,Cursando,18,
8,3,3515,Titulado,330,2016-08-07
28,10,3516,Titulado,319,2015-08-06
23,9,3517,Cursando,147,
33,12,3518,Baja,102,
14,5,3519,Cursando,117,
33,12,3520,Cursando,95,
13,4,3521,Titulado,275,2021-08-04
32,14,3522,Titulado,319,2025-08-04
11,3,3523,Titulado,330,2024-08-03
22,8,3524,Créditos completos,290,2021-08-04
2,1,3525,Titulado,250,2016-08-07
6,3,3526,Titulado,250,2018-08-03
10,3,3527,Titulado,330,2017-08-03
8,3,3528,Créditos completos,330,2024-09-21
8,3,3529,Cursando,275,
12,4,3530,Cursando,219,
25,10,3531,Créditos completos,290,2018-08-08
18,6,3532,Titulado,275,2024-09-21
1,1,3533,Titulado,250,2023-08-03
26,10,3534,Titulado,290,2015-08-06
4,2,3535,Titulado,250,2016-08-07
29,10,3536,Cursando,93,
20,7,3537,Cursando,58,
1,1,3538,Cursando,3,
8,3,3539,Créditos completos,330,2014-08-06
23,9,3540,Créditos completos,290,2019-08-08
19,6,3541,Titulado,275,2021-08-04
29,10,3542,Titulado,319,2018-08-03
7,3,3543,Cursando,224,
25,10,3544,Titulado,290,2017-08-03
14,5,3545,Cursando,8,
27,10,3546,Cursando,275,
14,5,3547,Cursando,130,
22,8,3548,Titulado,290,2017-08-03
23,9,3549,Titulado,290,2023-08-04
2,1,3550,Cursando,221,
20,7,3551,Créditos completos,290,2017-08-03
7,3,3552,Titulado,330,2020-08-05
31,11,3553,Titulado,319,2025-08-03
27,10,3554,Titulado,290,2020-08-08
14,5,3555,Baja,136,
31,11,3556,Titulado,319,2024-08-03
19,6,3557,Cursando,111,
21,8,3558,Cursando,57,
12,4,3559,Cursando,263,
35,13,3560,Créditos completos,200,2018-08-08
9,3,3561,Créditos completos,330,2016-08-07
4,2,3562,Cursando,74,
30,11,3563,Titulado,319,2018-08-03
12,4,3564,Cursando,125,
22,8,3565,Créditos completos,290,2024-09-21
33,12,3566,Cursando,127,
25,10,3567,Titulado,290,2015-08-04
29,10,3568,Titulado,319,2024-08-03
4,2,3569,Créditos completos,250,2023-08-03
19,6,3570,Titulado,275,2024-09-21
21,8,3571,Cursando,151,
22,8,3572,Cursando,124,
1,1,3573,Cursando,129,
25,10,3574,Titulado,290,2014-08-06
16,6,3575,Cursando,207,
17,6,3576,Créditos completos,275,2024-08-03
22,8,3577,Cursando,174,
1,1,3578,Créditos completos,250,2018-08-03
3,1,3579,Titulado,250,2023-08-03
1,1,3580,Créditos completos,250,2024-09-21
35,13,3581,Cursando,191,
21,8,3582,Titulado,290,2017-08-03
11,3,3583,Créditos completos,330,2022-08-03
14,5,3584,Titulado,275,2024-09-21
8,3,3585,Baja,254,
6,3,3586,Baja,238,
26,10,3587,Titulado,290,2021-08-03
20,7,3588,Titulado,290,2024-09-21
8,3,3589,Cursando,148,
33,12,3590,Titulado,319,2020-08-08
27,10,3591,Créditos completos,290,2026-09-21
19,6,3592,Titulado,275,2024-08-03
14,5,3593,Cursando,59,
35,13,3594,Créditos completos,200,2024-09-21
6,3,3595,Titulado,250,2020-08-03
10,3,3596,Cursando,65,
30,11,3597,Créditos completos,319,2024-08-04
32,14,3598,Créditos completos,319,2018-08-03
3,1,3599,Cursando,122,
2,1,3600,Créditos completos,250,2021-08-04
16,6,3601,Créditos completos,275,2024-08-03
20,7,3602,Cursando,103,
35,13,3603,Cursando,19,
6,3,3604,Titulado,250,2017-08-03
35,13,3605,Cursando,29,
25,10,3606,Cursando,110,
16,6,3607,Titulado,275,2015-08-04
19,6,3608,Créditos completos,275,2016-08-04
27,10,3609,Cursando,149,
10,3,3610,Créditos completos,330,2016-08-04
21,8,3611,Titulado,290,2023-08-03
11,3,3612,Titulado,330,2022-08-03
34,12,3613,Cursando,153,
12,4,3614,Titulado,330,2020-08-03
33,12,3615,Créditos completos,319,2020-08-03
3,1,3616,Titulado,250,2016-08-04
22,8,3617,Titulado,290,2016-08-07
13,4,3618,Cursando,148,
25,10,3619,Titulado,290,2017-08-03
21,8,3620,Cursando,227,
1,1,3621,Cursando,130,
7,3,3622,Cursando,86,
33,12,3623,Titulado,319,2020-08-05
32,14,3624,Créditos completos,319,2023-08-04
20,7,3625,Titulado,290,2016-08-06
29,10,3626,Baja,104,
1,1,3627,Cursando,49,
3,1,3628,Cursando,64,
9,3,3629,Créditos completos,330,2017-08-03
24,10,3630,Créditos completos,290,2020-08-03
1,1,3631,Cursando,50,
9,3,3632,Créditos completos,330,2017-08-03
34,12,3633,Titulado,200,2018-08-03
29,10,3634,Cursando,184,
2,1,3635,Titulado,250,2026-08-03
14,5,3636,Titulado,275,2025-09-21
20,7,3637,Créditos completos,290,2016-08-07
16,6,3638,Créditos completos,275,2017-08-03
15,5,3639,Titulado,275,2016-08-07
23,9,3640,Cursando,201,
27,10,3641,Titulado,290,2016-08-06
30,11,3642,Titulado,319,2024-08-03
23,9,3643,Titulado,290,2024-08-03
23,9,3644,Titulado,290,2017-08-03
14,5,3645,Cursando,240,
34,12,3646,Titulado,200,2021-08-08
25,10,3647,Titulado,290,2021-08-04
30,11,3648,Titulado,319,2021-08-03
18,6,3649,Titulado,275,2023-08-03
10,3,3650,Titulado,330,2022-08-04
17,6,3651,Titulado,275,2015-08-04
20,7,3652,Cursando,163,
29,10,3653,Cursando,233,
21,8,3654,Cursando,50,
10,3,3655,Cursando,213,
3,1,3656,Créditos completos,250,2014-08-06
7,3,3657,Créditos completos,330,2017-08-04
19,6,3658,Cursando,208,
